Query_nr,doc_nr
716641,248822
716641,223327
716641,445258
469873,439532
469873,164491
469873,323598
469873,174515
469873,174261
469873,351922
469873,363559
469873,244782
469873,398299
469873,133189
509907,493704
509907,386382
509907,49838
509907,281690
509907,477750
509907,30009
509907,116748
509907,293007
509907,21398
509907,384457
263889,268734
263889,277099
263889,132044
263889,82673
263889,157036
263889,450209
263889,334501
263889,175513
263889,383251
263889,196247
727837,16475
727837,48457
727837,130807
727837,73925
727837,365939
727837,82251
727837,45644
727837,360831
727837,95654
727837,374113
54843,406969
54843,389537
54843,434366
54843,191990
54843,351782
54843,453166
54843,323005
54843,230478
54843,344962
54843,467287
407102,371843
407102,190338
407102,76470
407102,473585
407102,202941
407102,375452
407102,95976
407102,47404
407102,185930
407102,67028
420304,70186
420304,468822
420304,447627
420304,255126
420304,111003
420304,202039
420304,428523
420304,397701
420304,436487
420304,54248
634583,331441
634583,124291
634583,427581
634583,352197
634583,76970
634583,304111
634583,315815
634583,263059
634583,452385
634583,477926
1096911,13591
1096911,410203
1096911,469635
1096911,351786
1096911,367577
1096911,85660
1096911,334958
1096911,66938
1096911,489616
1096911,203389
416846,18189
416846,199741
416846,102012
416846,422532
416846,466587
416846,86497
416846,207532
416846,244641
416846,45116
416846,50437
655057,324862
655057,24651
655057,453400
655057,125293
655057,310602
655057,414352
655057,360529
655057,305862
655057,314246
655057,442750
512405,342987
512405,406333
512405,204796
512405,291521
512405,347127
512405,301634
512405,326685
512405,456958
512405,344220
512405,182436
568649,360821
568649,88234
568649,331676
568649,200140
568649,122702
568649,412467
568649,91985
568649,99066
568649,316609
568649,279253
478359,121201
478359,367432
478359,320102
478359,60418
478359,175465
478359,375156
478359,116829
478359,114346
478359,386077
478359,369975
653187,302688
653187,66099
653187,40825
653187,356434
653187,354494
653187,388643
653187,35356
653187,174667
653187,198552
653187,140752
445494,265437
445494,148014
445494,378305
445494,353551
445494,86318
445494,82974
445494,129413
445494,49623
445494,411639
445494,411293
559018,429809
559018,281813
559018,208184
559018,381038
559018,438668
559018,219448
559018,204755
559018,291829
559018,299209
559018,248413
91345,436144
91345,230644
91345,470955
91345,472951
91345,106068
91345,329740
91345,66772
91345,335488
91345,266198
91345,255256
690010,86655
690010,125500
690010,82943
690010,163114
690010,213081
690010,222602
690010,394524
690010,68108
690010,292493
690010,64639
754191,24107
754191,9188
754191,178814
754191,459537
754191,151592
754191,457850
754191,284157
754191,288292
754191,186562
754191,266051
476807,410369
476807,283381
476807,66877
476807,193687
476807,413923
476807,253731
476807,320921
476807,169477
476807,41679
476807,412684
112318,211021
112318,289736
112318,209192
112318,390038
112318,129808
112318,213918
112318,254048
112318,464735
112318,418470
112318,126687
708904,298627
708904,31320
708904,379028
708904,275052
708904,186039
708904,336052
708904,45967
708904,97644
708904,52556
708904,128807
1096887,373100
1096887,409528
1096887,29357
1096887,483540
1096887,49740
1096887,324081
1096887,141635
1096887,491878
1096887,208683
1096887,283879
1096886,65708
1096886,199297
1096886,448073
1096886,177542
1096886,494870
1096886,95502
1096886,6862
1096886,353237
1096886,172609
1096886,158831
467597,405724
467597,355793
467597,34836
467597,84371
467597,301183
467597,486762
467597,90460
467597,338570
467597,173636
467597,417716
592601,74202
592601,149391
592601,32434
592601,77015
592601,196003
592601,385862
592601,210173
592601,127877
592601,76044
592601,456703
585344,249127
585344,486560
585344,319109
585344,279833
585344,434457
585344,172133
585344,285521
585344,28815
585344,19187
585344,75214
679360,310833
679360,231742
679360,201316
679360,206520
679360,39026
679360,153456
679360,19630
679360,201942
679360,222630
679360,57480
757644,248425
757644,95179
757644,402609
757644,74648
757644,423443
757644,411495
757644,397816
757644,268630
757644,457007
757644,450530
415500,98862
415500,404170
415500,249202
415500,108382
415500,97909
415500,81796
415500,491888
415500,195439
415500,143939
415500,396092
635058,382642
635058,13542
635058,334908
635058,386684
635058,406990
635058,140591
635058,334019
635058,401300
635058,382542
635058,151352
474873,480039
474873,226630
474873,422142
474873,373602
474873,237467
474873,441923
474873,3902
474873,124974
474873,150862
474873,102515
622100,209179
622100,411656
622100,258273
622100,291735
622100,357949
622100,353619
622100,47743
622100,393340
622100,243760
622100,151593
685177,294704
685177,379444
685177,192056
685177,55015
685177,333222
685177,396435
685177,340910
685177,207603
685177,49552
685177,491835
299023,275595
299023,318795
299023,62004
299023,85247
299023,92332
299023,6042
299023,426604
299023,467283
299023,350690
299023,46967
333700,151161
333700,323419
333700,407909
333700,359875
333700,270075
333700,415650
333700,336733
333700,289631
333700,135169
333700,322305
427086,260936
427086,397678
427086,412308
427086,171283
427086,255584
427086,232498
427086,285903
427086,112673
427086,127829
427086,441542
1096870,218001
1096870,357852
1096870,150246
1096870,168926
1096870,18036
1096870,297168
1096870,23149
1096870,463348
1096870,486885
1096870,194854
580313,237234
580313,332488
580313,309073
580313,246325
580313,442441
580313,215883
580313,157500
580313,431751
580313,369422
580313,265428
256783,85476
256783,52794
256783,462078
256783,476661
256783,371924
256783,333239
256783,162051
256783,390422
256783,20374
256783,394356
733186,474422
733186,350664
733186,131772
733186,234734
733186,203222
733186,252476
733186,319209
733186,104784
733186,145378
733186,496641
747345,457007
747345,72719
747345,114183
747345,449640
747345,329320
747345,193347
747345,46864
747345,36991
747345,385795
747345,278362
1096866,290258
1096866,305641
1096866,16234
1096866,464217
1096866,302745
1096866,485649
1096866,75829
1096866,83273
1096866,430589
1096866,110576
684977,185782
684977,447595
684977,304065
684977,361270
684977,268987
684977,374220
684977,218810
684977,433080
684977,498580
684977,42931
387864,242720
387864,71107
387864,73613
387864,371126
387864,47971
387864,105447
387864,300439
387864,265181
387864,182319
387864,67930
488676,66056
488676,292332
488676,15529
488676,274284
488676,478233
488676,97828
488676,61105
488676,412340
488676,479008
488676,458910
575268,205143
575268,256814
575268,236030
575268,99731
575268,129032
575268,90815
575268,272232
575268,74152
575268,163965
575268,371962
613318,165560
613318,88233
613318,107189
613318,396257
613318,407904
613318,465708
613318,499316
613318,102488
613318,337721
613318,241999
570068,25918
570068,351002
570068,372223
570068,263785
570068,483569
570068,58486
570068,400358
570068,420048
570068,62026
570068,331413
147166,76554
147166,78048
147166,402710
147166,427728
147166,434798
147166,181397
147166,222794
147166,398281
147166,6106
147166,207983
1096850,295370
1096850,190838
1096850,215432
1096850,419339
1096850,327572
1096850,26002
1096850,442380
1096850,220101
1096850,436996
1096850,463985
747720,384664
747720,57219
747720,122293
747720,3114
747720,454364
747720,433424
747720,272262
747720,75312
747720,215761
747720,136212
711682,464864
711682,393796
711682,389084
711682,339000
711682,202779
711682,370758
711682,205493
711682,396249
711682,12056
711682,182605
643561,268140
643561,404471
643561,23998
643561,460297
643561,485083
643561,197129
643561,190229
643561,11899
643561,470868
643561,399465
1096840,198477
1096840,193708
1096840,24578
1096840,35458
1096840,261532
1096840,352249
1096840,437866
1096840,172670
1096840,461844
1096840,394393
497132,417035
497132,333450
497132,161826
497132,168600
497132,352807
497132,165112
497132,71083
497132,406156
497132,103293
497132,175154
1096830,192987
1096830,376815
1096830,473868
1096830,408080
1096830,374088
1096830,8946
1096830,264567
1096830,34673
1096830,164760
1096830,358585
290779,192275
290779,181544
290779,169867
290779,280530
290779,335520
290779,138663
290779,153402
290779,239773
290779,328647
290779,448546
1096827,194654
1096827,138282
1096827,332307
1096827,164722
1096827,224769
1096827,247308
1096827,105754
1096827,201939
1096827,45004
1096827,193288
256192,308444
256192,134860
256192,500965
256192,448994
256192,54240
256192,125306
256192,216153
256192,169247
256192,333370
256192,449208
635237,193935
635237,301724
635237,443395
635237,271594
635237,454197
635237,427227
635237,39518
635237,272127
635237,20543
635237,411093
691507,161429
691507,281143
691507,138359
691507,83610
691507,300120
691507,108778
691507,76430
691507,395464
691507,350455
691507,230140
1096823,84857
1096823,306460
1096823,35093
1096823,262574
1096823,193538
1096823,70439
1096823,431650
1096823,219081
1096823,331026
1096823,441307
402417,396673
402417,390084
402417,218802
402417,248600
402417,277637
402417,438376
402417,81186
402417,222308
402417,128443
402417,28961
636853,71715
636853,156688
636853,267831
636853,452204
636853,80450
636853,474692
636853,349353
636853,394643
636853,159428
636853,108831
469535,278116
469535,400889
469535,265402
469535,348793
469535,173966
469535,88464
469535,214945
469535,401159
469535,367505
469535,355895
639163,468759
639163,348143
639163,207899
639163,495619
639163,469483
639163,167711
639163,236505
639163,260713
639163,336978
639163,128063
581521,281651
581521,142247
581521,426187
581521,148867
581521,333738
581521,464905
581521,178171
581521,72595
581521,483631
581521,233487
751778,202288
751778,392703
751778,108031
751778,97919
751778,32126
751778,486787
751778,326322
751778,212240
751778,292803
751778,403306
386653,31646
386653,426989
386653,238905
386653,382544
386653,493164
386653,325393
386653,358447
386653,386694
386653,253646
386653,156873
424509,62658
424509,432425
424509,371633
424509,409201
424509,429842
424509,25697
424509,85634
424509,428134
424509,215197
424509,417867
454258,478305
454258,15613
454258,178373
454258,221404
454258,718
454258,15807
454258,285522
454258,406799
454258,408813
454258,436092
554511,106258
554511,249545
554511,101887
554511,110323
554511,188530
554511,312683
554511,498353
554511,294692
554511,401149
554511,1312
453270,9624
453270,214380
453270,382587
453270,155271
453270,355111
453270,420824
453270,376172
453270,294506
453270,14338
453270,188669
586916,13017
586916,134642
586916,122934
586916,391823
586916,46449
586916,375011
586916,366188
586916,221827
586916,172311
586916,479398
478827,381172
478827,77685
478827,304349
478827,104373
478827,250816
478827,150893
478827,25728
478827,397694
478827,221411
478827,493962
1096787,196522
1096787,239129
1096787,476828
1096787,362598
1096787,211700
1096787,460952
1096787,390224
1096787,102797
1096787,156822
1096787,105681
656371,207444
656371,47548
656371,103000
656371,433150
656371,93643
656371,500665
656371,78104
656371,93271
656371,494983
656371,230543
477648,403508
477648,412137
477648,270375
477648,61281
477648,197665
477648,253813
477648,282641
477648,435711
477648,94305
477648,69027
649640,178550
649640,234335
649640,494331
649640,254266
649640,44451
649640,265226
649640,89236
649640,386181
649640,50492
649640,15725
1096776,391159
1096776,468146
1096776,308276
1096776,117996
1096776,138045
1096776,35095
1096776,170136
1096776,440316
1096776,496056
1096776,4313
365044,144901
365044,99861
365044,146177
365044,175198
365044,90890
365044,448502
365044,332954
365044,421384
365044,482054
365044,305630
585680,421735
585680,180137
585680,142557
585680,94882
585680,92224
585680,323425
585680,349614
585680,450939
585680,501367
585680,228356
524722,406874
524722,359786
524722,475403
524722,51500
524722,269364
524722,294212
524722,182756
524722,374026
524722,386306
524722,130766
685591,314373
685591,198673
685591,386890
685591,280802
685591,110144
685591,123808
685591,55311
685591,51559
685591,138729
685591,485216
497360,33434
497360,53136
497360,319788
497360,65559
497360,201130
497360,230685
497360,403343
497360,357938
497360,123741
497360,478814
489374,196573
489374,497020
489374,423211
489374,345422
489374,416101
489374,69749
489374,38363
489374,101423
489374,295753
489374,113143
568895,75831
568895,410571
568895,487337
568895,202844
568895,21808
568895,177939
568895,55002
568895,141036
568895,248775
568895,464585
682105,475746
682105,321797
682105,498039
682105,313978
682105,287581
682105,261418
682105,65576
682105,126401
682105,10286
682105,288170
476483,47724
476483,365810
476483,4099
476483,69999
476483,225969
476483,154835
476483,65902
476483,373670
476483,446058
476483,408398
634126,380554
634126,116691
634126,5687
634126,214380
634126,377766
634126,484004
634126,105832
634126,14297
634126,387562
634126,259954
413040,1385
413040,462427
413040,19202
413040,215492
413040,159853
413040,242159
413040,386349
413040,66428
413040,101176
413040,351308
735343,200454
735343,264791
735343,20763
735343,358888
735343,60562
735343,454677
735343,103435
735343,354381
735343,443866
735343,303149
433549,284766
433549,146585
433549,218921
433549,237352
433549,165451
433549,375253
433549,185830
433549,128132
433549,265794
433549,209767
1288,12404
1288,373956
1288,284024
1288,241214
1288,159939
1288,62971
1288,445813
1288,265852
1288,132153
1288,396389
494730,408217
494730,440542
494730,468228
494730,214908
494730,343952
494730,364339
494730,133492
494730,141712
494730,321185
494730,329339
659929,66310
659929,85819
659929,141955
659929,391999
659929,334503
659929,449068
659929,302483
659929,275986
659929,383303
659929,260340
1096742,479168
1096742,302760
1096742,51094
1096742,125029
1096742,317692
1096742,260942
1096742,27546
1096742,432471
1096742,83448
1096742,289638
696217,340783
696217,229533
696217,398301
696217,321129
696217,470213
696217,138678
696217,4464
696217,238679
696217,11142
696217,269571
417362,465337
417362,463249
417362,113186
417362,46364
417362,194046
417362,322611
417362,427884
417362,190404
417362,383932
417362,96557
739599,453483
739599,472227
739599,367864
739599,361743
739599,218107
739599,100473
739599,385277
739599,82417
739599,348752
739599,395265
710755,227111
710755,354548
710755,53493
710755,128626
710755,283001
710755,6580
710755,281651
710755,5555
710755,160877
710755,448098
669444,395247
669444,263822
669444,453205
669444,83741
669444,286333
669444,151225
669444,196687
669444,168567
669444,439418
669444,294717
117683,271473
117683,42006
117683,258995
117683,199259
117683,170309
117683,443052
117683,192794
117683,134485
117683,311177
117683,316432
633350,122970
633350,425325
633350,146136
633350,462120
633350,368011
633350,387849
633350,134323
633350,170314
633350,400266
633350,59086
131768,328818
131768,154929
131768,498085
131768,209416
131768,122766
131768,352362
131768,123356
131768,423734
131768,152747
131768,65833
337864,457040
337864,47805
337864,388036
337864,73234
337864,58694
337864,257458
337864,144811
337864,115138
337864,476099
337864,450166
495082,83142
495082,340921
495082,361708
495082,10887
495082,331179
495082,120239
495082,352889
495082,432425
495082,277986
495082,333966
1096712,189025
1096712,83869
1096712,77256
1096712,300175
1096712,142615
1096712,265995
1096712,15889
1096712,273608
1096712,249011
1096712,111991
686290,42228
686290,171993
686290,169911
686290,341286
686290,47230
686290,176802
686290,440668
686290,248242
686290,39757
686290,81839
590861,441375
590861,233005
590861,252912
590861,336537
590861,235246
590861,188899
590861,1295
590861,111280
590861,221523
590861,48887
477380,410880
477380,477004
477380,408070
477380,342507
477380,225102
477380,314780
477380,465552
477380,6743
477380,236550
477380,100279
415165,109684
415165,435574
415165,215571
415165,342615
415165,190258
415165,85193
415165,289717
415165,475776
415165,481307
415165,212589
521402,173042
521402,487870
521402,289821
521402,291192
521402,277024
521402,291839
521402,47318
521402,84857
521402,243281
521402,93973
541135,432442
541135,123303
541135,392691
541135,178453
541135,196778
541135,119450
541135,32004
541135,181426
541135,112799
541135,387978
389258,356200
389258,202785
389258,350748
389258,175565
389258,74625
389258,462898
389258,136903
389258,392391
389258,277042
389258,86287
711803,35760
711803,470799
711803,439880
711803,244247
711803,186
711803,408994
711803,397752
711803,96808
711803,69982
711803,305309
589564,21810
589564,174506
589564,157269
589564,420622
589564,240984
589564,23957
589564,34359
589564,4963
589564,493652
589564,41257
497596,6333
497596,204610
497596,257467
497596,216591
497596,238449
497596,82569
497596,185195
497596,108046
497596,161714
497596,388414
759503,347882
759503,130332
759503,496539
759503,162419
759503,67317
759503,320958
759503,382129
759503,270102
759503,63091
759503,115004
480064,453632
480064,92010
480064,199758
480064,396689
480064,368909
480064,51997
480064,82477
480064,311603
480064,494005
480064,318207
461491,467072
461491,35508
461491,90497
461491,481826
461491,399560
461491,476930
461491,287650
461491,277803
461491,13708
461491,53077
596088,279952
596088,264833
596088,70924
596088,204492
596088,231849
596088,39380
596088,456639
596088,105229
596088,29988
596088,462762
466774,76724
466774,11198
466774,425700
466774,262139
466774,368685
466774,331913
466774,149280
466774,465220
466774,336070
466774,82359
406974,62623
406974,182546
406974,467784
406974,233948
406974,416302
406974,106688
406974,310870
406974,266313
406974,407484
406974,170414
714672,250250
714672,369004
714672,294384
714672,155804
714672,484333
714672,339684
714672,233877
714672,235482
714672,232714
714672,159485
1096667,228990
1096667,130692
1096667,119510
1096667,382634
1096667,82278
1096667,267197
1096667,201628
1096667,38543
1096667,128819
1096667,238116
680514,359368
680514,63387
680514,95875
680514,268785
680514,127657
680514,232252
680514,288693
680514,499578
680514,7272
680514,364866
635125,147508
635125,432316
635125,438465
635125,385013
635125,145553
635125,368330
635125,489234
635125,88984
635125,450068
635125,123001
1096658,90639
1096658,310923
1096658,284697
1096658,122820
1096658,470801
1096658,269088
1096658,79778
1096658,215640
1096658,488353
1096658,255113
1096656,32408
1096656,448942
1096656,374812
1096656,400686
1096656,128952
1096656,180231
1096656,484617
1096656,243804
1096656,413613
1096656,344443
589777,8702
589777,86417
589777,259050
589777,209714
589777,330578
589777,334835
589777,379767
589777,324161
589777,468364
589777,128900
424449,118095
424449,107279
424449,436890
424449,38030
424449,431929
424449,161943
424449,450246
424449,475818
424449,55602
424449,114321
645024,173325
645024,348606
645024,394072
645024,291847
645024,267817
645024,485549
645024,79227
645024,424800
645024,415975
645024,371693
456305,10296
456305,126334
456305,288383
456305,54992
456305,156008
456305,29537
456305,500240
456305,334845
456305,486932
456305,390645
399364,93772
399364,325755
399364,85520
399364,174166
399364,211073
399364,36585
399364,104301
399364,490505
399364,425643
399364,446758
1096644,294136
1096644,237043
1096644,45533
1096644,105045
1096644,117555
1096644,120565
1096644,139141
1096644,297353
1096644,231346
1096644,352400
724947,306362
724947,97195
724947,222955
724947,28586
724947,58023
724947,389461
724947,54921
724947,14736
724947,190428
724947,436007
1096641,199131
1096641,158934
1096641,200351
1096641,311368
1096641,215370
1096641,407502
1096641,72701
1096641,114786
1096641,329277
1096641,338285
494086,73326
494086,45112
494086,476351
494086,453137
494086,442022
494086,298028
494086,410046
494086,129007
494086,487461
494086,384969
626232,134649
626232,23825
626232,394277
626232,254513
626232,469941
626232,339284
626232,172484
626232,210443
626232,1323
626232,384730
277977,115947
277977,469249
277977,245589
277977,165004
277977,145200
277977,406272
277977,384398
277977,77205
277977,460638
277977,327947
372378,427046
372378,445159
372378,130745
372378,246803
372378,473578
372378,363056
372378,205389
372378,91803
372378,214226
372378,314461
1096628,261348
1096628,18778
1096628,338960
1096628,279754
1096628,274999
1096628,317315
1096628,314728
1096628,46802
1096628,335853
1096628,390980
550331,482085
550331,405755
550331,376701
550331,235515
550331,174484
550331,450974
550331,363605
550331,367664
550331,153833
550331,297513
303045,485308
303045,277149
303045,341522
303045,321899
303045,191158
303045,163272
303045,20930
303045,432007
303045,407756
303045,378039
288702,300265
288702,76628
288702,107167
288702,166018
288702,342519
288702,62519
288702,281709
288702,430013
288702,324097
288702,183672
645604,303035
645604,9697
645604,253169
645604,424452
645604,462961
645604,59212
645604,97690
645604,492850
645604,303598
645604,484376
539648,53566
539648,388289
539648,233097
539648,314377
539648,433239
539648,6342
539648,349920
539648,346944
539648,267889
539648,96609
1096620,438721
1096620,64890
1096620,261460
1096620,373339
1096620,297824
1096620,65653
1096620,253709
1096620,240105
1096620,287314
1096620,387980
503674,199186
503674,187027
503674,46830
503674,31192
503674,279214
503674,111423
503674,361035
503674,5753
503674,344399
503674,355740
1096610,437237
1096610,253725
1096610,364579
1096610,273693
1096610,152535
1096610,437547
1096610,104041
1096610,350959
1096610,305126
1096610,185788
1096607,26456
1096607,379136
1096607,189663
1096607,350842
1096607,328305
1096607,69834
1096607,430536
1096607,292712
1096607,382203
1096607,115930
641156,335255
641156,468229
641156,306635
641156,184575
641156,356929
641156,124230
641156,217647
641156,414614
641156,460624
641156,43920
505107,310944
505107,341042
505107,162559
505107,466008
505107,151101
505107,381697
505107,359207
505107,200048
505107,368259
505107,322117
505810,213013
505810,309706
505810,414378
505810,289092
505810,8869
505810,386058
505810,190446
505810,288841
505810,215074
505810,400425
626462,62013
626462,252534
626462,157155
626462,348014
626462,211233
626462,276670
626462,18334
626462,429897
626462,379363
626462,2797
397090,19877
397090,66729
397090,298169
397090,479456
397090,310802
397090,137561
397090,99176
397090,264575
397090,299499
397090,323570
464484,301191
464484,242666
464484,180137
464484,23863
464484,421735
464484,94882
464484,452199
464484,457506
464484,479436
464484,142557
484551,125796
484551,429965
484551,220947
484551,771
484551,350982
484551,389036
484551,355599
484551,292449
484551,427695
484551,486963
617611,338191
617611,197122
617611,13225
617611,494337
617611,78104
617611,449683
617611,447615
617611,480001
617611,322113
617611,494983
587326,212035
587326,226140
587326,375677
587326,406404
587326,212206
587326,203019
587326,259610
587326,439002
587326,111199
587326,143214
670142,267278
670142,412244
670142,459991
670142,69830
670142,267141
670142,263083
670142,50567
670142,177090
670142,106534
670142,417420
243244,158534
243244,213384
243244,174855
243244,29938
243244,406777
243244,149044
243244,319437
243244,5804
243244,271035
243244,358391
208265,392257
208265,63264
208265,94981
208265,113716
208265,102489
208265,33212
208265,416265
208265,497227
208265,207016
208265,175030
455862,316434
455862,398768
455862,173489
455862,210463
455862,268143
455862,395509
455862,165892
455862,323504
455862,123457
455862,249795
666792,90701
666792,491036
666792,263434
666792,274490
666792,336037
666792,226024
666792,211590
666792,217810
666792,274656
666792,134109
665972,339377
665972,212316
665972,165608
665972,195825
665972,132204
665972,161634
665972,420506
665972,480492
665972,353108
665972,133481
670022,216227
670022,39001
670022,55913
670022,354076
670022,183716
670022,264164
670022,76869
670022,430678
670022,480594
670022,230452
660534,487435
660534,125504
660534,49196
660534,133282
660534,459376
660534,7587
660534,226399
660534,239083
660534,484742
660534,238405
753168,405789
753168,97142
753168,279385
753168,285674
753168,298725
753168,151163
753168,491875
753168,68403
753168,36223
753168,12208
517386,318843
517386,141301
517386,135527
517386,54097
517386,118335
517386,372615
517386,180077
517386,180388
517386,2849
517386,250117
470982,410521
470982,453091
470982,181857
470982,2237
470982,441658
470982,44184
470982,408936
470982,434490
470982,366735
470982,499689
745944,431281
745944,464266
745944,136796
745944,224838
745944,368413
745944,485277
745944,373228
745944,357481
745944,491626
745944,47790
590945,231529
590945,437732
590945,218132
590945,482286
590945,59297
590945,496234
590945,45416
590945,236894
590945,427599
590945,23917
422501,242141
422501,477230
422501,441330
422501,226836
422501,280583
422501,149512
422501,23917
422501,277847
422501,180149
422501,297312
1096557,24408
1096557,138353
1096557,382960
1096557,166135
1096557,40464
1096557,71754
1096557,278744
1096557,409706
1096557,409204
1096557,108344
642352,146677
642352,203155
642352,13766
642352,14727
642352,118615
642352,153732
642352,81553
642352,177672
642352,368489
642352,225999
477639,237475
477639,333821
477639,165704
477639,499081
477639,199886
477639,323346
477639,289707
477639,183839
477639,355156
477639,224355
1096551,65644
1096551,273828
1096551,193786
1096551,292924
1096551,372074
1096551,17238
1096551,68442
1096551,365950
1096551,386997
1096551,367627
669046,406509
669046,361011
669046,336580
669046,315004
669046,341984
669046,25949
669046,272477
669046,348350
669046,400374
669046,357029
412982,236485
412982,100773
412982,44125
412982,274016
412982,222738
412982,491008
412982,157289
412982,462374
412982,40621
412982,84417
399617,81427
399617,451062
399617,408582
399617,235867
399617,1401
399617,175872
399617,442925
399617,149431
399617,46005
399617,84475
534941,357863
534941,222342
534941,213634
534941,27859
534941,281928
534941,207633
534941,60329
534941,153897
534941,397395
534941,109000
497470,88376
497470,123997
497470,487864
497470,493074
497470,28060
497470,453299
497470,365196
497470,132202
497470,199813
497470,292309
1096543,211498
1096543,489749
1096543,89968
1096543,134346
1096543,47153
1096543,361855
1096543,412787
1096543,374163
1096543,489811
1096543,110693
576822,178574
576822,260369
576822,230236
576822,437395
576822,363240
576822,374648
576822,22607
576822,233799
576822,252677
576822,292107
745746,348560
745746,404881
745746,56000
745746,397507
745746,355622
745746,396936
745746,376226
745746,75618
745746,300279
745746,207609
635647,444374
635647,369627
635647,497530
635647,48954
635647,441360
635647,430029
635647,273043
635647,337067
635647,154307
635647,269792
1096533,215167
1096533,440460
1096533,344512
1096533,51514
1096533,105842
1096533,123948
1096533,51195
1096533,538
1096533,122377
1096533,222354
1096532,255561
1096532,421371
1096532,493168
1096532,262133
1096532,178509
1096532,173632
1096532,416424
1096532,141362
1096532,422489
1096532,497892
647949,123086
647949,154686
647949,497295
647949,317161
647949,180079
647949,466609
647949,75303
647949,33405
647949,425447
647949,327584
417080,220092
417080,158056
417080,150568
417080,254261
417080,57181
417080,148351
417080,120531
417080,329011
417080,158984
417080,249103
582146,225488
582146,226532
582146,37215
582146,172155
582146,427529
582146,487372
582146,282556
582146,175827
582146,181656
582146,443649
1096527,388045
1096527,186090
1096527,259742
1096527,379823
1096527,57498
1096527,189737
1096527,275424
1096527,80617
1096527,184685
1096527,245098
613233,10442
613233,75929
613233,113445
613233,489418
613233,2248
613233,488476
613233,263479
613233,200645
613233,306995
613233,197336
524332,108545
524332,3061
524332,128816
524332,475707
524332,460487
524332,83815
524332,247046
524332,12413
524332,220216
524332,99404
615457,79149
615457,282690
615457,369860
615457,272520
615457,10401
615457,270414
615457,291815
615457,464272
615457,169675
615457,389382
637234,382082
637234,221872
637234,434835
637234,423526
637234,399825
637234,301363
637234,342473
637234,41419
637234,359009
637234,42669
567159,225445
567159,196015
567159,482984
567159,471904
567159,120345
567159,135611
567159,161117
567159,34625
567159,446683
567159,264617
576851,119310
576851,448173
576851,93496
576851,25645
576851,315173
576851,473045
576851,407596
576851,203618
576851,342494
576851,267986
547301,203471
547301,449877
547301,137808
547301,100885
547301,378915
547301,50249
547301,379578
547301,242866
547301,360292
547301,230053
456551,147121
456551,44025
456551,335213
456551,8008
456551,354376
456551,111033
456551,126730
456551,198074
456551,35313
456551,401676
156215,190677
156215,99122
156215,298853
156215,488279
156215,296752
156215,332122
156215,387575
156215,227972
156215,84168
156215,131801
148761,47761
148761,386127
148761,208007
148761,405527
148761,430250
148761,217543
148761,106742
148761,178165
148761,337695
148761,217099
168787,124788
168787,167341
168787,396243
168787,168551
168787,303617
168787,211140
168787,290040
168787,244135
168787,19887
168787,277914
693152,286087
693152,303786
693152,325653
693152,356378
693152,303114
693152,79746
693152,99135
693152,332584
693152,311850
693152,360245
142782,167734
142782,58253
142782,391427
142782,194917
142782,397244
142782,307977
142782,477853
142782,13987
142782,324949
142782,397765
1096509,336545
1096509,267142
1096509,416624
1096509,464007
1096509,40080
1096509,83928
1096509,141514
1096509,174206
1096509,247387
1096509,65406
245921,205192
245921,249265
245921,199643
245921,190330
245921,396049
245921,447672
245921,114565
245921,85222
245921,338774
245921,61623
75717,282953
75717,49432
75717,311698
75717,207994
75717,326433
75717,37938
75717,31308
75717,79490
75717,125761
75717,9944
573157,73527
573157,252036
573157,455423
573157,454932
573157,378907
573157,450466
573157,70458
573157,78403
573157,226266
573157,431643
560245,357650
560245,178940
560245,17835
560245,391434
560245,145432
560245,246031
560245,237515
560245,99812
560245,217829
560245,434088
718112,407066
718112,102303
718112,410937
718112,175217
718112,326861
718112,190813
718112,206288
718112,473887
718112,62804
718112,344105
2,193130
2,177589
2,246916
2,392384
2,425755
2,172959
2,248308
2,116621
2,317846
2,269140
649763,357899
649763,248813
649763,129057
649763,113335
649763,217976
649763,174091
649763,225378
649763,81462
649763,386725
649763,123673
555850,377307
555850,120328
555850,244464
555850,279666
555850,273504
555850,200303
555850,338897
555850,228498
555850,33400
555850,406502
18840,103606
18840,222476
18840,147170
18840,251560
18840,128034
18840,331824
18840,355186
18840,169788
18840,465802
18840,264108
627513,301454
627513,339896
627513,451677
627513,90433
627513,280446
627513,46869
627513,151923
627513,152098
627513,261687
627513,228257
1101871,393058
1101871,19770
1101871,303575
1101871,79247
1101871,484586
1101871,170184
1101871,160473
1101871,9506
1101871,6551
1101871,266437
607374,3207
607374,496747
607374,288789
607374,373187
607374,93339
607374,345094
607374,380834
607374,2072
607374,491946
607374,431908
753517,296550
753517,93902
753517,19008
753517,377935
753517,325792
753517,104746
753517,115190
753517,280697
753517,262349
753517,166359
54040,393698
54040,47786
54040,243877
54040,142932
54040,388994
54040,3228
54040,440501
54040,427845
54040,380785
54040,108040
1096479,98715
1096479,484476
1096479,178917
1096479,397931
1096479,312805
1096479,11852
1096479,458221
1096479,233122
1096479,95309
1096479,215540
1101870,218482
1101870,92587
1101870,15377
1101870,55989
1101870,147848
1101870,260794
1101870,58084
1101870,182419
1101870,480904
1101870,327347
1096476,59246
1096476,494083
1096476,336733
1096476,229009
1096476,265137
1096476,100799
1096476,58510
1096476,407909
1096476,348067
1096476,86782
1096475,460180
1096475,127113
1096475,448462
